patch_name,edits_count,full_timings_ms,incremental_timings_ms,same,full_nodes,full_edges,incremental_nodes,incremental_edges,lines_changed,file_size_bytes,commit_hash,file_path
132b86dc_cmd_tools__gv2gxl.c,0,308,0,2,7162,15690,0,0,0,19259,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,cmd/tools//gv2gxl.c
132b86dc_cmd_tools__mm2gv.c,0,111,0,2,2815,6078,0,0,0,7887,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,cmd/tools//mm2gv.c
132b86dc_lib_neatogen__poly.c,0,212,0,2,5050,11543,0,0,0,12002,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/neatogen//poly.c
132b86dc_lib_rbtree__red_black_tree.c,0,153,0,2,3435,7835,0,0,0,17086,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/rbtree//red_black_tree.c
132b86dc_cmd_tools__gvcolor.c,0,82,0,2,2110,4461,0,0,0,6278,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,cmd/tools//gvcolor.c
132b86dc_lib_cgraph__edge.c,0,168,0,2,4135,9234,0,0,0,11038,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/cgraph//edge.c
132b86dc_lib_rbtree__test_red_black_tree.c,0,23,0,2,904,1720,0,0,0,2767,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/rbtree//test_red_black_tree.c
132b86dc_lib_neatogen__quad_prog_solve.c,0,99,0,2,3327,7228,0,0,0,12910,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/neatogen//quad_prog_solve.c
132b86dc_lib_cgraph__graph.c,0,89,0,2,2299,5061,0,0,0,7012,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/cgraph//graph.c
132b86dc_lib_sfdpgen__Multilevel.c,0,112,0,2,2764,6051,0,0,0,7741,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sfdpgen//Multilevel.c
132b86dc_lib_cgraph__id.c,0,42,0,2,1151,2487,0,0,0,4280,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/cgraph//id.c
132b86dc_lib_cgraph__imap.c,0,49,0,2,1306,2880,0,0,0,4432,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/cgraph//imap.c
132b86dc_lib_expr__exeval.c,0,870,0,2,20388,43617,0,0,0,49230,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/expr//exeval.c
132b86dc_lib_expr__exexpr.c,0,7,0,2,188,403,0,0,0,1150,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/expr//exexpr.c
132b86dc_lib_common__input.c,0,347,0,2,8044,17592,0,0,0,26307,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/common//input.c
132b86dc_lib_cgraph__ingraphs.c,0,45,0,2,1157,2401,0,0,0,3972,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/cgraph//ingraphs.c
132b86dc_lib_sparse__DotIO.c,0,245,0,2,6922,14859,0,0,0,17771,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sparse//DotIO.c
132b86dc_lib_cgraph__io.c,0,22,0,2,598,1221,0,0,0,2224,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/cgraph//io.c
132b86dc_lib_neatogen__quad_prog_vpsc.c,0,203,0,2,6084,13107,0,0,0,17896,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/neatogen//quad_prog_vpsc.c
132b86dc_lib_neatogen__randomkit.c,0,36,0,2,885,2039,0,0,0,5737,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/neatogen//randomkit.c
132b86dc_lib_common__output.c,0,187,0,2,5213,11291,0,0,0,12317,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/common//output.c
132b86dc_lib_common__pointset.c,0,40,0,2,1182,2422,0,0,0,3223,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/common//pointset.c
132b86dc_lib_cgraph__node.c,0,183,0,2,4514,10051,0,0,0,15375,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/cgraph//node.c
132b86dc_lib_cgraph__node_induce.c,0,6,0,2,216,454,0,0,0,727,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/cgraph//node_induce.c
132b86dc_lib_neatogen__sgd.c,0,128,0,2,2891,6879,0,0,0,8632,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/neatogen//sgd.c
132b86dc_lib_neatogen__site.c,0,9,0,2,288,590,0,0,0,1169,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/neatogen//site.c
132b86dc_lib_common__routespl.c,0,539,0,2,11726,26441,0,0,0,29951,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/common//routespl.c
132b86dc_lib_sfdpgen__post_process.c,0,370,0,2,9460,22105,0,0,0,24677,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sfdpgen//post_process.c
132b86dc_lib_cgraph__obj.c,0,53,0,2,1776,3617,0,0,0,5608,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/cgraph//obj.c
132b86dc_lib_cgraph__rec.c,0,58,0,2,1728,3682,0,0,0,5543,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/cgraph//rec.c
132b86dc_lib_neatogen__smart_ini_x.c,0,119,0,2,3459,7474,0,0,0,9049,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/neatogen//smart_ini_x.c
132b86dc_lib_sparse__QuadTree.c,0,361,0,2,7722,17954,0,0,0,21191,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sparse//QuadTree.c
132b86dc_lib_sfdpgen__sfdpinit.c,0,110,0,2,2718,5957,0,0,0,8147,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sfdpgen//sfdpinit.c
132b86dc_lib_neatogen__solve.c,0,35,0,2,870,2071,0,0,0,2555,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/neatogen//solve.c
132b86dc_lib_sfdpgen__sparse_solve.c,0,57,0,2,1302,2974,0,0,0,3720,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sfdpgen//sparse_solve.c
132b86dc_lib_cgraph__refstr.c,0,130,0,2,3260,6958,0,0,0,12344,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/cgraph//refstr.c
132b86dc_lib_cgraph__subg.c,0,23,0,2,586,1256,0,0,0,2282,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/cgraph//subg.c
132b86dc_lib_common__postproc.c,0,284,0,2,6560,14873,0,0,0,18639,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/common//postproc.c
132b86dc_lib_cgraph__tred.c,0,58,0,2,1485,3244,0,0,0,5855,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/cgraph//tred.c
132b86dc_lib_cgraph__unflatten.c,0,25,0,2,864,1738,0,0,0,2787,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/cgraph//unflatten.c
132b86dc_lib_common__psusershape.c,0,89,0,2,2326,4959,0,0,0,7941,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/common//psusershape.c
132b86dc_lib_sfdpgen__stress_model.c,0,14,0,2,410,884,0,0,0,1351,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sfdpgen//stress_model.c
132b86dc_lib_sfio_Sfio_f___sfslen.c,0,0,0,2,22,36,0,0,0,564,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sfio/Sfio_f//_sfslen.c
132b86dc_lib_common__ns.c,0,543,0,2,13471,29744,0,0,0,36354,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/common//ns.c
132b86dc_lib_sfio__sfextern.c,0,0,0,2,18,31,0,0,0,774,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sfio//sfextern.c
132b86dc_lib_sfio__sfcvt.c,0,39,0,2,957,2117,0,0,0,3179,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sfio//sfcvt.c
132b86dc_lib_neatogen__stress.c,0,385,0,2,9356,21045,0,0,0,30678,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/neatogen//stress.c
132b86dc_lib_sfio__sfprint.c,0,218,0,2,7229,15106,0,0,0,18911,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sfio//sfprint.c
132b86dc_lib_dotgen__compound.c,0,190,0,2,3855,8984,0,0,0,13401,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/dotgen//compound.c
132b86dc_lib_dotgen__conc.c,0,104,0,2,2761,6144,0,0,0,6546,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/dotgen//conc.c
132b86dc_lib_sfdpgen__spring_electrical.c,0,526,0,2,13040,29985,0,0,0,33559,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sfdpgen//spring_electrical.c
132b86dc_lib_dotgen__decomp.c,0,36,0,2,986,2123,0,0,0,3402,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/dotgen//decomp.c
132b86dc_lib_sfio__sftable.c,0,172,0,2,2425,4562,0,0,0,8865,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sfio//sftable.c
132b86dc_lib_neatogen__stuff.c,0,266,0,2,6807,15303,0,0,0,15634,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/neatogen//stuff.c
132b86dc_lib_neatogen__voronoi.c,0,39,0,2,947,2252,0,0,0,3077,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/neatogen//voronoi.c
132b86dc_lib_ortho__fPQ.c,0,32,0,2,907,2007,0,0,0,2412,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/ortho//fPQ.c
132b86dc_lib_sparse__SparseMatrix.c,0,754,0,2,21681,48663,0,0,0,47348,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sparse//SparseMatrix.c
132b86dc_lib_sfio__sfvscanf.c,0,151,0,2,5465,11009,0,0,0,13812,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sfio//sfvscanf.c
132b86dc_lib_dotgen__dotinit.c,0,186,0,2,4533,9975,0,0,0,12609,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/dotgen//dotinit.c
132b86dc_lib_ortho__ortho.c,0,653,0,2,14458,33236,0,0,0,37618,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/ortho//ortho.c
132b86dc_lib_dotgen__sameport.c,0,80,0,2,1889,4391,0,0,0,5790,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/dotgen//sameport.c
132b86dc_lib_sparse__clustering.c,0,129,0,2,2993,6941,0,0,0,13342,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sparse//clustering.c
132b86dc_lib_edgepaint__edge_distinct_coloring.c,0,111,0,2,2373,5453,0,0,0,7691,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/edgepaint//edge_distinct_coloring.c
132b86dc_lib_ortho__maze.c,0,234,0,2,5068,11498,0,0,0,13677,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/ortho//maze.c
132b86dc_lib_edgepaint__intersection.c,0,57,0,2,1347,3144,0,0,0,5560,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/edgepaint//intersection.c
132b86dc_lib_edgepaint__furtherest_point.c,0,84,0,2,2250,5065,0,0,0,10323,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/edgepaint//furtherest_point.c
132b86dc_lib_ortho__sgraph.c,0,48,0,2,1366,2960,0,0,0,4290,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/ortho//sgraph.c
132b86dc_lib_util__gv_find_me.c,0,32,0,2,969,1909,0,0,0,3442,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/util//gv_find_me.c
132b86dc_lib_util__gv_fopen.c,0,28,0,2,783,1586,0,0,0,2820,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/util//gv_fopen.c
132b86dc_lib_util__random.c,0,20,0,2,576,1178,0,0,0,2993,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/util//random.c
132b86dc_lib_util__test_itos.c,0,21,0,2,497,1050,0,0,0,1649,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/util//test_itos.c
132b86dc_lib_ortho__partition.c,0,425,0,2,7890,18851,0,0,0,23347,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/ortho//partition.c
132b86dc_lib_ortho__rawgraph.c,0,32,0,2,854,1859,0,0,0,2665,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/ortho//rawgraph.c
132b86dc_lib_util__test_overflow.c,0,67,0,2,1942,3481,0,0,0,5387,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/util//test_overflow.c
132b86dc_lib_dotgen__fastgr.c,0,103,0,2,2908,6366,0,0,0,6954,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/dotgen//fastgr.c
132b86dc_lib_util__test_tokenize.c,0,77,0,2,1860,4044,0,0,0,4777,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/util//test_tokenize.c
132b86dc_lib_ortho__trapezoid.c,0,446,0,2,9551,22923,0,0,0,27918,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/ortho//trapezoid.c
132b86dc_lib_util__xml.c,0,78,0,2,2178,4410,0,0,0,8543,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/util//xml.c
132b86dc_lib_dotgen__position.c,0,470,0,2,11180,25887,0,0,0,30984,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/dotgen//position.c
132b86dc_lib_dotgen__flat.c,0,152,0,2,3457,8167,0,0,0,9068,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/dotgen//flat.c
132b86dc_lib_vmalloc__vmalloc.c,0,16,0,2,420,928,0,0,0,1887,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/vmalloc//vmalloc.c
132b86dc_lib_vmalloc__vmclear.c,0,3,0,2,103,216,0,0,0,1004,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/vmalloc//vmclear.c
132b86dc_lib_vmalloc__vmclose.c,0,1,0,2,43,80,0,0,0,732,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/vmalloc//vmclose.c
132b86dc_lib_vmalloc__vmopen.c,0,2,0,2,69,130,0,0,0,778,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/vmalloc//vmopen.c
132b86dc_lib_osage__osageinit.c,0,134,0,2,3599,7888,0,0,0,9798,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/osage//osageinit.c
132b86dc_lib_common__timing.c,0,4,0,2,157,295,0,0,0,1208,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/common//timing.c
132b86dc_lib_pack__ccomps.c,0,156,0,2,4337,9006,0,0,0,14114,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/pack//ccomps.c
132b86dc_lib_dotgen__dotsplines.c,0,973,0,2,26086,56639,0,0,0,70874,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/dotgen//dotsplines.c
132b86dc_lib_dotgen__aspect.c,0,5,0,2,133,286,0,0,0,1127,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/dotgen//aspect.c
132b86dc_lib_dotgen__class1.c,0,27,0,2,730,1647,0,0,0,2430,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/dotgen//class1.c
132b86dc_lib_expr__excc.c,0,211,0,2,5984,11964,0,0,0,13744,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/expr//excc.c
132b86dc_lib_expr__excontext.c,0,22,0,2,496,1146,0,0,0,1516,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/expr//excontext.c
132b86dc_lib_common__taper.c,0,106,0,2,2638,6092,0,0,0,8412,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/common//taper.c
132b86dc_lib_expr__exdata.c,0,27,0,2,630,1234,0,0,0,2269,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/expr//exdata.c
132b86dc_lib_dotgen__acyclic.c,0,14,0,2,429,906,0,0,0,1445,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/dotgen//acyclic.c
132b86dc_lib_dotgen__class2.c,0,86,0,2,2653,5716,0,0,0,7114,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/dotgen//class2.c
132b86dc_lib_common__textspan.c,0,52,0,2,1249,2752,0,0,0,4453,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/common//textspan.c
132b86dc_lib_dotgen__rank.c,0,362,0,2,9335,20333,0,0,0,24574,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/dotgen//rank.c
132b86dc_lib_dotgen__cluster.c,0,166,0,2,4462,9982,0,0,0,11538,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/dotgen//cluster.c
132b86dc_lib_topfish__rescale_layout.c,0,115,0,2,2496,5893,0,0,0,8099,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/topfish//rescale_layout.c
132b86dc_lib_sparse__mq.c,0,219,0,2,5065,11721,0,0,0,19285,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sparse//mq.c
132b86dc_lib_twopigen__circle.c,0,110,0,2,2609,5964,0,0,0,8752,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/twopigen//circle.c
132b86dc_lib_common__utils.c,0,609,0,2,14705,32688,0,0,0,42174,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/common//utils.c
132b86dc_lib_sparse__colorutil.c,0,5,0,2,152,303,0,0,0,985,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sparse//colorutil.c
132b86dc_lib_util__base64.c,0,22,0,2,482,1100,0,0,0,1556,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/util//base64.c
132b86dc_lib_twopigen__twopiinit.c,0,57,0,2,1548,3413,0,0,0,4849,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/twopigen//twopiinit.c
132b86dc_lib_topfish__hierarchy.c,0,387,0,2,9424,21900,0,0,0,34210,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/topfish//hierarchy.c
132b86dc_lib_common__shapes.c,0,2708,0,2,50474,114530,0,0,0,122937,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/common//shapes.c
132b86dc_lib_common__textspan_lut.c,0,1060,0,2,13091,26095,0,0,0,47328,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/common//textspan_lut.c
132b86dc_lib_sparse__color_palette.c,0,4658,0,2,85207,160491,0,0,0,553319,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/sparse//color_palette.c
132b86dc_lib_edgepaint__lab_gamut.c,0,15812,0,2,85904,171797,0,0,0,151601,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/edgepaint//lab_gamut.c
132b86dc_lib_edgepaint__node_distinct_coloring.c,0,93,0,2,2599,5899,0,0,0,8208,132b86dc536e6ed4f6f3b2bc3ff71ec2cf0c14a1,lib/edgepaint//node_distinct_coloring.c
46ed533e_lib_dotgen__dotsplines.c,4,905,352,0,26081,56629,26091,56988,4,70819,46ed533ed29994048ff9dfc704305cb2ee649091,lib/dotgen//dotsplines.c
e7cd60a5_lib_dotgen__dotsplines.c,21,918,3621,0,26095,56649,26100,44380,23,70907,e7cd60a570585e4e08754735e038bd4ed6778b09,lib/dotgen//dotsplines.c
5b3f1b65_lib_dotgen__dotsplines.c,4,876,105,0,26085,56632,26085,56935,2,70905,5b3f1b65819aae8ef69ba05e89c5d65a418d922f,lib/dotgen//dotsplines.c
c7f44f30_lib_dotgen__dotsplines.c,3,894,294,0,26085,56629,26092,56985,3,70914,c7f44f309e3aee91d530862a82b2ce580afb6a21,lib/dotgen//dotsplines.c
ffd97795_lib_dotgen__class2.c,4,86,530,0,2653,5716,2653,5663,1,7095,ffd9779571be00ff050aee72544be01a0871aa1b,lib/dotgen//class2.c
ffd97795_lib_dotgen__decomp.c,1,35,16,1,986,2123,986,2123,1,3381,ffd9779571be00ff050aee72544be01a0871aa1b,lib/dotgen//decomp.c
ffd97795_lib_dotgen__flat.c,3,148,69,1,3457,8167,3457,8167,3,9017,ffd9779571be00ff050aee72544be01a0871aa1b,lib/dotgen//flat.c
ffd97795_lib_dotgen__dotinit.c,4,186,156,1,4533,9975,4533,9975,4,12550,ffd9779571be00ff050aee72544be01a0871aa1b,lib/dotgen//dotinit.c
ffd97795_lib_dotgen__compound.c,11,188,1091,0,3854,8982,3851,8939,9,13230,ffd9779571be00ff050aee72544be01a0871aa1b,lib/dotgen//compound.c
ffd97795_lib_dotgen__fastgr.c,6,105,603,0,2908,6366,2908,6272,3,6898,ffd9779571be00ff050aee72544be01a0871aa1b,lib/dotgen//fastgr.c
ffd97795_lib_dotgen__dotsplines.c,20,949,3208,0,26085,56629,26077,59784,17,70609,ffd9779571be00ff050aee72544be01a0871aa1b,lib/dotgen//dotsplines.c
ffd97795_lib_dotgen__rank.c,3,369,3115,0,9335,20333,9335,19956,4,24542,ffd9779571be00ff050aee72544be01a0871aa1b,lib/dotgen//rank.c
999275a5_plugin_quartz__gvrender_quartz.c,4,164,76,0,3533,7392,3526,7404,3,15163,999275a5ebd616a0c935b09a17878d2bde1df45f,plugin/quartz//gvrender_quartz.c
999275a5_plugin_quartz__gvtextlayout_quartz.c,7,26,79,0,709,1500,765,1558,3,3098,999275a5ebd616a0c935b09a17878d2bde1df45f,plugin/quartz//gvtextlayout_quartz.c
26ebc72d_plugin_quartz__gvtextlayout_quartz.c,1,29,24,0,726,1533,726,1535,1,3147,26ebc72d867669b5b66e6f9d47fd1a9089d02092,plugin/quartz//gvtextlayout_quartz.c
bfa85217_plugin_quartz__gvdevice_quartz.c,6,35,35,1,898,1713,898,1788,3,4973,bfa85217459217ceb186c7399a37f7961b2ba260,plugin/quartz//gvdevice_quartz.c
29c8dc47_plugin_quartz__gvloadimage_quartz.c,5,39,71,0,1107,2162,1105,2169,6,4441,29c8dc4778dab44509c36de216f178cad1955259,plugin/quartz//gvloadimage_quartz.c
d4275831_plugin_quartz__gvrender_quartz.c,7,167,62,0,3515,7364,3526,7380,4,15129,d42758318ee1e97d2c2044db4e65823a60fef1d6,plugin/quartz//gvrender_quartz.c
f0da2e1e_plugin_quartz__gvtextlayout_quartz.c,12,28,39,0,712,1511,721,1514,5,3124,f0da2e1e4bc545ebd5429b3fdd327e1363f9f0b3,plugin/quartz//gvtextlayout_quartz.c
56dbcc7a_plugin_quartz__gvrender_quartz.c,7,162,71,0,3535,7396,3537,7391,5,15210,56dbcc7ae0c50070251c53f47a858d15856c5f5b,plugin/quartz//gvrender_quartz.c
d58ff218_plugin_quartz__gvrender_quartz.c,3,165,489,0,3590,7563,3610,7405,14,15517,d58ff218fbd8f26c9a2649c31aa6607623395a7a,plugin/quartz//gvrender_quartz.c
8ccf6efe_plugin_quartz__gvtextlayout_quartz.c,2,30,133,0,733,1548,733,1520,13,3521,8ccf6efea3df5b36474a0318cce49825b7a8cebe,plugin/quartz//gvtextlayout_quartz.c
600fb44a_lib_neatogen__neatoinit.c,2,545,234,0,12502,27320,11796,25837,2,38132,600fb44aa0f4de1491faf671de49622ad3cf920c,lib/neatogen//neatoinit.c
65cc84b6_lib_neatogen__neatoinit.c,2,495,166,0,12538,27382,12538,27287,7,38213,65cc84b621ee37626a803bb57409dbf7d0325889,lib/neatogen//neatoinit.c
5ec8c7a9_plugin_gd__gvloadimage_gd.c,8,140,166,0,3042,6310,3038,6280,4,9754,5ec8c7a9a5ff6f03773f0a50f4d996cdbca6f2a9,plugin/gd//gvloadimage_gd.c
83b09d05_plugin_pango__gvloadimage_pango.c,7,70,259,0,1524,3295,1528,3294,4,5389,83b09d052fb92ce2cbf705490646c76e2964ffe4,plugin/pango//gvloadimage_pango.c
963ac27e_plugin_webp__gvloadimage_webp.c,6,40,50,1,1202,2306,1204,2402,3,4845,963ac27e12f6f2983d097b8a8d50fc173a6029a2,plugin/webp//gvloadimage_webp.c
ef669a7f_plugin_webp__gvloadimage_webp.c,3,41,18,1,1202,2306,1202,2306,1,4842,ef669a7fec500b764b3b7219c397c40bdea12abd,plugin/webp//gvloadimage_webp.c
24d516ae_plugin_pango__gvloadimage_pango.c,2,71,85,0,1525,3295,1525,3294,2,5396,24d516ae02ee2376e98f28e900cf808a808d9cc6,plugin/pango//gvloadimage_pango.c
5b52c396_plugin_pango__gvloadimage_pango.c,2,69,87,0,1526,3295,1526,3294,2,5403,5b52c396c99f6381a1cd5e435ce0e014f15c36a4,plugin/pango//gvloadimage_pango.c
a0e4d38e_plugin_pango__gvloadimage_pango.c,2,69,43,0,1526,3294,1528,3298,2,5404,a0e4d38e0fd5e5ebf89c810290ef361438e340ae,plugin/pango//gvloadimage_pango.c
32086cdc_plugin_pango__gvloadimage_pango.c,2,76,57,0,1526,3341,1528,3345,2,5405,32086cdc413e9291162c9b81e4c13c3d0547d81c,plugin/pango//gvloadimage_pango.c
feaa8409_plugin_pango__gvloadimage_pango.c,2,73,102,0,1525,3337,1512,3313,2,5399,feaa84092bdcf15a3ee4c5bd8de331c5706991ad,plugin/pango//gvloadimage_pango.c
acb085d9_plugin_pango__gvloadimage_pango.c,3,72,97,0,1524,3333,1524,3330,2,5388,acb085d9d88e965d42e2ea5dadedb29343d9ab86,plugin/pango//gvloadimage_pango.c
7a882bbe_plugin_pango__gvloadimage_pango.c,2,72,91,0,1523,3329,1523,3332,2,5381,7a882bbeaa45318ac016f0dc2a0b432c74c08634,plugin/pango//gvloadimage_pango.c
e16506d6_plugin_pango__gvtextlayout_pango.c,3,81,55,1,2030,4299,2030,4299,1,8445,e16506d6d1c56c37d73c1f84def7b8ed846e6092,plugin/pango//gvtextlayout_pango.c
353c4b78_lib_common__output.c,7,214,114,0,5213,11291,5213,11268,7,12317,353c4b78531091c0a984da38dd1e58465394af4d,lib/common//output.c
353c4b78_plugin_core__gvrender_core_dot.c,2,294,28,0,6479,14203,6483,14215,2,21992,353c4b78531091c0a984da38dd1e58465394af4d,plugin/core//gvrender_core_dot.c
82ba4bb4_lib_cgraph__write.c,20,292,2143,0,6762,14878,6775,14574,19,18815,82ba4bb494f556ea57864c12d12d75d40e0fd875,lib/cgraph//write.c
4c9beb07_lib_common__output.c,27,195,616,0,5407,11723,5479,11663,32,12968,4c9beb07ab41800b7c10ecfafd86c201e8bae401,lib/common//output.c
